gene_callers_id	source	accession	function	e_value
2996	PANTHER	PTHR14226		9.7E-94
2996	Pfam	PF01734	Patatin-like phospholipase	1.5E-27
2996	CDD	cd07205	Pat_PNPLA6_PNPLA7_NTE1_like	5.93871E-70
2996	Gene3D	G3DSA:2.40.160.50		3.9E-10
2996	ProSiteProfiles	PS51635	Patatin-like phospholipase (PNPLA) domain profile.	28.908
1071	PANTHER	PTHR42812		2.0E-242
1071	Gene3D	G3DSA:2.60.120.200		4.4E-45
1071	SUPERFAMILY	SSF49899		5.14E-35
1071	SUPERFAMILY	SSF75005		1.28E-79
1071	Gene3D	G3DSA:2.115.10.20		2.9E-59
1071	Pfam	PF04616	Glycosyl hydrolases family 43	2.9E-69
1071	PANTHER	PTHR42812:SF4		2.0E-242
1071	CDD	cd09001	GH43_XYL_2	1.98851E-129
56	PANTHER	PTHR30349		1.5E-16
56	SUPERFAMILY	SSF56349		2.8E-30
56	Pfam	PF00589	Phage integrase family	5.2E-5
56	Gene3D	G3DSA:1.10.150.130		1.3E-14
56	Gene3D	G3DSA:1.10.443.10		1.8E-9
56	Pfam	PF13102	Phage integrase SAM-like domain	1.4E-8
56	PANTHER	PTHR30349:SF41		1.5E-16
56	Pfam	PF17293	Arm DNA-binding domain	4.1E-5
751	SUPERFAMILY	SSF51430		2.36E-80
751	Gene3D	G3DSA:3.20.20.100		1.1E-84
751	TIGRFAM	TIGR01409	TAT_signal_seq: Tat (twin-arginine translocation) pathway signal sequence	5.4E-6
751	PANTHER	PTHR43625:SF17		1.7E-104
751	ProSiteProfiles	PS51318	Twin arginine translocation (Tat) signal profile.	9.694
751	Pfam	PF00248	Aldo/keto reductase family	2.2E-64
751	CDD	cd06660	Aldo_ket_red	3.41804E-86
751	Pfam	PF10518	TAT (twin-arginine translocation) pathway signal sequence	4.7E-6
751	PANTHER	PTHR43625		1.7E-104
2860	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	3.1E-24
2860	SMART	SM00464		2.1E-35
2860	ProSitePatterns	PS01046	ATP-dependent serine proteases, lon family, serine active site.	0
2860	PANTHER	PTHR10046:SF56		1.1E-269
2860	Gene3D	G3DSA:1.10.8.60		1.7E-31
2860	SUPERFAMILY	SSF52540		4.88E-51
2860	Gene3D	G3DSA:2.30.130.40		1.5E-22
2860	CDD	cd00009	AAA	2.3688E-15
2860	SUPERFAMILY	SSF88697		1.12E-36
2860	SUPERFAMILY	SSF54211		2.62E-51
2860	Pfam	PF05362	Lon protease (S16) C-terminal proteolytic domain	1.9E-82
2860	Gene3D	G3DSA:3.30.230.10		5.5E-62
2860	Gene3D	G3DSA:1.10.4060.10		7.8E-18
2860	PANTHER	PTHR10046		1.1E-269
2860	ProSiteProfiles	PS51786	Lon proteolytic domain profile.	75.348
2860	SMART	SM00382		1.6E-13
2860	ProSiteProfiles	PS51787	Lon N-terminal domain profile.	37.878
2860	Hamap	MF_01973	Lon protease [lon].	64.332
2860	TIGRFAM	TIGR00763	lon: endopeptidase La	1.9E-276
2860	Pfam	PF02190	ATP-dependent protease La (LON) substrate-binding domain	1.3E-37
2860	PRINTS	PR00830	Endopeptidase La (Lon) serine protease (S16) signature	1.0E-50
2860	PRINTS	PR00830	Endopeptidase La (Lon) serine protease (S16) signature	1.0E-50
2860	PRINTS	PR00830	Endopeptidase La (Lon) serine protease (S16) signature	1.0E-50
2860	PRINTS	PR00830	Endopeptidase La (Lon) serine protease (S16) signature	1.0E-50
2860	PRINTS	PR00830	Endopeptidase La (Lon) serine protease (S16) signature	1.0E-50
2860	PIRSF	PIRSF001174		5.6E-284
2860	Gene3D	G3DSA:3.40.50.300		3.3E-32
1555	Pfam	PF00589	Phage integrase family	3.2E-44
1555	TIGRFAM	TIGR02225	recomb_XerD: tyrosine recombinase XerD	3.3E-101
1555	Pfam	PF02899	Phage integrase, N-terminal SAM-like domain	4.3E-15
1555	PANTHER	PTHR30349		1.2E-70
1555	CDD	cd00798	INT_XerDC_C	1.40696E-81
1555	Hamap	MF_01808	Tyrosine recombinase XerC [xerC].	50.932
1555	Gene3D	G3DSA:1.10.443.10		4.6E-47
1555	Gene3D	G3DSA:1.10.150.130		2.1E-20
1555	PANTHER	PTHR30349:SF17		1.2E-70
1555	SUPERFAMILY	SSF56349		2.21E-56
2906	PANTHER	PTHR30244:SF27		2.9E-111
2906	PIRSF	PIRSF000390		9.2E-102
2906	Pfam	PF01041	DegT/DnrJ/EryC1/StrS aminotransferase family	4.6E-90
2906	CDD	cd00616	AHBA_syn	3.58386E-124
2906	Gene3D	G3DSA:3.40.640.10		1.1E-50
2906	SUPERFAMILY	SSF53383		3.86E-100
2906	Gene3D	G3DSA:3.90.1150.10		1.3E-30
2906	PANTHER	PTHR30244		2.9E-111
3138	PANTHER	PTHR30572:SF4		1.5E-83
3138	PANTHER	PTHR30572:SF4		1.5E-83
3138	Pfam	PF02687	FtsX-like permease family	4.5E-6
3138	PANTHER	PTHR30572		1.5E-83
3138	PANTHER	PTHR30572		1.5E-83
209	Gene3D	G3DSA:3.40.390.10		0.0022
209	Pfam	PF01624	MutS domain I	1.9E-11
209	Gene3D	G3DSA:3.40.1170.10		1.1E-16
209	Pfam	PF08401	Domain of unknown function (DUF1738)	1.6E-32
209	SUPERFAMILY	SSF55271		9.29E-12
4052	PIRSF	PIRSF006603		1.8E-80
4052	TIGRFAM	TIGR00797	matE: MATE efflux family protein	4.4E-51
4052	Pfam	PF01554	MatE	1.1E-29
4052	Pfam	PF01554	MatE	1.7E-16
4052	PANTHER	PTHR43549		7.0E-90
4052	CDD	cd13138	MATE_yoeA_like	1.39223E-111
4052	PANTHER	PTHR43549:SF2		7.0E-90
398	PRINTS	PR00738	Glycosyl hydrolase family 20 signature	4.9E-43
398	PRINTS	PR00738	Glycosyl hydrolase family 20 signature	4.9E-43
398	PRINTS	PR00738	Glycosyl hydrolase family 20 signature	4.9E-43
398	PRINTS	PR00738	Glycosyl hydrolase family 20 signature	4.9E-43
398	PRINTS	PR00738	Glycosyl hydrolase family 20 signature	4.9E-43
398	PRINTS	PR00738	Glycosyl hydrolase family 20 signature	4.9E-43
398	PRINTS	PR00738	Glycosyl hydrolase family 20 signature	4.9E-43
398	PRINTS	PR00738	Glycosyl hydrolase family 20 signature	4.9E-43
398	PANTHER	PTHR22600:SF21		4.8E-213
398	Gene3D	G3DSA:2.60.120.260		4.7E-16
398	SUPERFAMILY	SSF51445		5.48E-131
398	Pfam	PF13290	Chitobiase/beta-hexosaminidase C-terminal domain	1.2E-15
398	Gene3D	G3DSA:3.30.379.10		8.2E-26
398	CDD	cd06563	GH20_chitobiase-like	0.0
398	Pfam	PF00754	F5/8 type C domain	4.3E-12
398	PANTHER	PTHR22600		4.8E-213
398	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	5.0
398	Pfam	PF00728	Glycosyl hydrolase family 20, catalytic domain	2.2E-123
398	SUPERFAMILY	SSF55545		9.42E-29
398	Gene3D	G3DSA:2.60.40.10		1.3E-10
398	Pfam	PF02838	Glycosyl hydrolase family 20, domain 2	5.8E-25
398	SUPERFAMILY	SSF49785		5.03E-9
398	Gene3D	G3DSA:3.20.20.80		8.7E-139
2079	Pfam	PF14292	SusE outer membrane protein	2.4E-14
2079	Gene3D	G3DSA:2.60.40.10		6.0E-5
2079	CDD	cd12965	CBM-Eb_CBM-Fb	1.14004E-28
2079	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	6.0
2079	Pfam	PF16411	Outer membrane protein SusF_SusE	5.2E-22
2079	CDD	cd12966	CBM-Ec_CBM-Fc	5.83945E-43
3672	PANTHER	PTHR30069		5.4E-125
3672	Gene3D	G3DSA:2.40.170.20		2.6E-38
3672	Gene3D	G3DSA:2.170.130.10		3.3E-14
3672	PANTHER	PTHR30069:SF6		5.4E-125
3672	SUPERFAMILY	SSF56935		2.04E-45
3672	SUPERFAMILY	SSF56935		2.04E-45
3672	SUPERFAMILY	SSF56935		2.04E-45
3672	SUPERFAMILY	SSF56935		2.04E-45
3672	SUPERFAMILY	SSF56935		2.04E-45
3672	SUPERFAMILY	SSF49464		3.73E-15
3672	Pfam	PF13620	Carboxypeptidase regulatory-like domain	9.0E-18
3672	Gene3D	G3DSA:2.60.40.1120		6.9E-17
3047	Hamap	MF_01810	Membrane protein insertase YidC [yidC].	14.972
3047	TIGRFAM	TIGR03593	yidC_nterm: membrane protein insertase, YidC/Oxa1 family, N-terminal domain	3.4E-23
3047	PRINTS	PR00701	60kDa inner membrane protein signature	9.7E-13
3047	PRINTS	PR00701	60kDa inner membrane protein signature	9.7E-13
3047	PRINTS	PR00701	60kDa inner membrane protein signature	9.7E-13
3047	Coils	Coil		0
3047	PANTHER	PTHR12428		5.5E-72
3047	PANTHER	PTHR12428:SF14		5.5E-72
3047	Pfam	PF02096	60Kd inner membrane protein	1.4E-49
3047	Pfam	PF14849	YidC periplasmic domain	9.9E-32
3047	TIGRFAM	TIGR03592	yidC_oxa1_cterm: membrane protein insertase, YidC/Oxa1 family	1.9E-50
3047	Coils	Coil		0
4118	Hamap	MF_01562	UPF0365 protein <locus_tag>.	49.32
4118	Pfam	PF12127	SigmaW regulon antibacterial	4.6E-161
4118	Coils	Coil		0
3527	TIGRFAM	TIGR03781	Bac_Flav_CT_K: Bacteroides conjugative transposon TraK protein	3.6E-103
2035	Gene3D	G3DSA:2.40.170.20		6.9E-21
2035	Pfam	PF00593	TonB dependent receptor	1.5E-5
2035	SUPERFAMILY	SSF56935		1.13E-23
2035	SUPERFAMILY	SSF56935		1.13E-23
558	Gene3D	G3DSA:3.40.50.720		9.0E-13
558	SUPERFAMILY	SSF51735		5.05E-15
558	SUPERFAMILY	SSF51735		5.05E-15
558	Pfam	PF01408	Oxidoreductase family, NAD-binding Rossmann fold	6.5E-8
558	Gene3D	G3DSA:3.30.360.10		1.7E-15
558	SUPERFAMILY	SSF55347		8.83E-12
558	PANTHER	PTHR43708		9.4E-22
44	Gene3D	G3DSA:2.130.10.130		1.1E-7
44	Gene3D	G3DSA:2.130.10.130		3.1E-12
44	SUPERFAMILY	SSF69318		2.09E-16
44	SUPERFAMILY	SSF69318		2.09E-16
44	PANTHER	PTHR43118		1.2E-110
2367	Pfam	PF01032	FecCD transport family	9.0E-79
2367	PANTHER	PTHR30472:SF41		3.5E-98
2367	PANTHER	PTHR30472		3.5E-98
2367	CDD	cd06550	TM_ABC_iron-siderophores_like	1.48961E-33
2367	Gene3D	G3DSA:1.10.3470.10		3.3E-61
2367	SUPERFAMILY	SSF81345		1.31E-66
1956	SUPERFAMILY	SSF56784		9.05E-33
1956	TIGRFAM	TIGR01509	HAD-SF-IA-v3: HAD hydrolase, family IA, variant 3	7.1E-11
1956	CDD	cd02603	HAD_sEH-N_like	2.45304E-50
1956	Pfam	PF13419	Haloacid dehalogenase-like hydrolase	2.6E-9
1956	Gene3D	G3DSA:3.40.50.1000		6.4E-15
1956	Gene3D	G3DSA:1.10.150.240		1.1E-21
1956	PRINTS	PR00413	Haloacid dehalogenase/epoxide hydrolase family signature	4.0E-5
1956	PRINTS	PR00413	Haloacid dehalogenase/epoxide hydrolase family signature	4.0E-5
1956	PRINTS	PR00413	Haloacid dehalogenase/epoxide hydrolase family signature	4.0E-5
1956	SFLD	SFLDG01129	C1.5: HAD, Beta-PGM, Phosphatase Like	3.7E-22
1956	PANTHER	PTHR43611		3.2E-41
1956	PANTHER	PTHR43611:SF3		3.2E-41
679	SMART	SM00382		2.1E-17
679	Gene3D	G3DSA:1.20.272.10		1.7E-40
679	CDD	cd00009	AAA	3.3053E-19
679	PANTHER	PTHR13779		1.4E-166
679	SUPERFAMILY	SSF52540		2.68E-44
679	Gene3D	G3DSA:3.40.50.300		7.2E-30
679	Gene3D	G3DSA:1.10.3710.10		2.4E-34
679	Pfam	PF05496	Holliday junction DNA helicase ruvB N-terminus	7.8E-17
679	PANTHER	PTHR13779:SF36		1.4E-166
679	Pfam	PF12002	MgsA AAA+ ATPase C terminal	1.9E-73
679	Pfam	PF16193	AAA C-terminal domain	1.8E-24
679	SUPERFAMILY	SSF48019		2.38E-77
679	Gene3D	G3DSA:1.10.8.60		4.0E-20
3653	Coils	Coil		0
3653	Gene3D	G3DSA:2.120.10.10		1.1E-17
3653	CDD	cd15482	Sialidase_non-viral	0.00749938
3653	Gene3D	G3DSA:2.60.120.200		1.5E-4
3653	Pfam	PF13088	BNR repeat-like domain	3.4E-7
3653	SUPERFAMILY	SSF50939		9.81E-7
3653	SUPERFAMILY	SSF50939		9.81E-7
3653	SUPERFAMILY	SSF50939		9.81E-7
3653	Gene3D	G3DSA:1.50.10.10		2.7E-39
3653	SUPERFAMILY	SSF48208		3.26E-39
203	ProSiteProfiles	PS51459	Fido domain profile.	18.674
203	SUPERFAMILY	SSF140931		5.89E-35
203	PANTHER	PTHR13504		7.3E-42
203	Gene3D	G3DSA:1.10.3290.10		1.8E-50
203	Pfam	PF02661	Fic/DOC family	1.7E-19
867	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	5.0
867	Pfam	PF14322	Starch-binding associating with outer membrane	6.8E-27
867	PANTHER	PTHR35148		6.9E-21
867	PANTHER	PTHR35148		6.9E-21
867	CDD	cd08977	SusD	9.38197E-37
867	SUPERFAMILY	SSF48452		1.07E-99
867	Gene3D	G3DSA:1.25.40.10		2.2E-41
867	PANTHER	PTHR35148:SF17		6.9E-21
867	PANTHER	PTHR35148:SF17		6.9E-21
867	Pfam	PF07980	SusD family	1.4E-32
4281	CDD	cd06223	PRTases_typeI	1.55567E-5
4281	Gene3D	G3DSA:3.40.50.2020		8.8E-8
4281	SUPERFAMILY	SSF53271		5.94E-8
585	Gene3D	G3DSA:3.40.50.2020		1.2E-14
585	PANTHER	PTHR11907		1.6E-89
585	ProSiteProfiles	PS51278	Glutamine amidotransferase type 2 domain profile.	22.216
585	Gene3D	G3DSA:3.60.20.10		7.3E-40
585	CDD	cd06223	PRTases_typeI	0.00679528
585	SUPERFAMILY	SSF53271		4.91E-18
585	SUPERFAMILY	SSF53271		4.91E-18
585	PANTHER	PTHR11907:SF0		1.6E-89
585	SUPERFAMILY	SSF56235		5.32E-35
3330	Pfam	PF14055	NVEALA protein	4.4E-10
1226	Pfam	PF06831	Formamidopyrimidine-DNA glycosylase H2TH domain	5.5E-22
1226	CDD	cd08966	EcFpg-like_N	1.19551E-52
1226	TIGRFAM	TIGR00577	fpg: DNA-formamidopyrimidine glycosylase	2.8E-81
1226	PANTHER	PTHR22993		8.8E-56
1226	Pfam	PF01149	Formamidopyrimidine-DNA glycosylase N-terminal domain	1.5E-32
1226	Gene3D	G3DSA:1.10.8.50		2.8E-44
1226	ProSiteProfiles	PS51068	Formamidopyrimidine-DNA glycosylase catalytic domain profile.	31.102
1226	PANTHER	PTHR22993:SF9		8.8E-56
1226	Pfam	PF06827	Zinc finger found in FPG and IleRS	2.3E-10
1226	SMART	SM00898		1.4E-38
1226	SUPERFAMILY	SSF81624		2.09E-35
1226	SMART	SM01232		2.2E-30
1226	Gene3D	G3DSA:3.20.190.10		1.4E-36
1226	SUPERFAMILY	SSF46946		9.29E-25
1226	ProSiteProfiles	PS51066	Zinc finger FPG-type profile.	13.351
1226	SUPERFAMILY	SSF57716		3.96E-12
1226	ProSitePatterns	PS01242	Zinc finger FPG-type signature.	0
2192	Gene3D	G3DSA:3.20.20.140		3.2E-36
2192	SUPERFAMILY	SSF89550		7.98E-53
2192	PANTHER	PTHR36928		1.1E-44
2192	Pfam	PF02811	PHP domain	2.5E-7
2192	CDD	cd07437	PHP_HisPPase_Ycdx_like	3.68755E-131
2192	SMART	SM00481		4.8E-12
1616	PANTHER	PTHR43301:SF3		6.2E-66
1616	CDD	cd08998	GH43_ABN_1	7.2921E-84
1616	Gene3D	G3DSA:2.40.128.10		7.1E-17
1616	Gene3D	G3DSA:2.60.40.10		3.5E-5
1616	PANTHER	PTHR43301		6.2E-66
1616	CDD	cd00063	FN3	0.00950725
1616	SUPERFAMILY	SSF75005		1.27E-53
1616	ProSiteProfiles	PS50853	Fibronectin type-III domain profile.	10.115
1616	Pfam	PF04616	Glycosyl hydrolases family 43	4.7E-31
1616	Gene3D	G3DSA:2.115.10.20		7.5E-55
1616	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	6.0
1855	PANTHER	PTHR30203		8.1E-159
1855	Pfam	PF02321	Outer membrane efflux protein	8.8E-20
1855	Pfam	PF02321	Outer membrane efflux protein	5.4E-22
1855	SUPERFAMILY	SSF56954		4.71E-63
1855	Gene3D	G3DSA:1.20.1600.10		2.1E-51
1855	PANTHER	PTHR30203:SF4		8.1E-159
1855	Coils	Coil		0
1855	Coils	Coil		0
3869	Gene3D	G3DSA:3.40.50.300		5.3E-16
3869	Coils	Coil		0
3869	SUPERFAMILY	SSF52540		7.41E-14
3869	CDD	cd00009	AAA	1.35894E-7
3869	Coils	Coil		0
3869	Pfam	PF07728	AAA domain (dynein-related subfamily)	7.8E-23
3869	PANTHER	PTHR32204		1.3E-112
3869	Gene3D	G3DSA:1.20.1270.60		4.7E-4
1392	SMART	SM00965		2.2E-11
1392	Gene3D	G3DSA:2.170.130.10		4.4E-35
1392	TIGRFAM	TIGR04057	SusC_RagA_signa: TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region	7.3E-18
1392	Pfam	PF07660	Secretin and TonB N terminus short domain	1.8E-13
1392	TIGRFAM	TIGR04056	OMP_RagA_SusC: TonB-linked outer membrane protein, SusC/RagA family	4.2E-246
1392	Gene3D	G3DSA:2.40.170.20		3.3E-76
1392	Pfam	PF13715	CarboxypepD_reg-like domain	4.6E-15
1392	PANTHER	PTHR30069		6.4E-81
1392	Gene3D	G3DSA:2.60.40.1120		5.1E-9
1392	SUPERFAMILY	SSF49464		4.97E-15
1392	SUPERFAMILY	SSF56935		3.85E-81
1392	SUPERFAMILY	SSF56935		3.85E-81
1392	SUPERFAMILY	SSF56935		3.85E-81
1392	SUPERFAMILY	SSF56935		3.85E-81
1392	SUPERFAMILY	SSF56935		3.85E-81
1392	Pfam	PF07715	TonB-dependent Receptor Plug Domain	5.5E-20
1392	Pfam	PF00593	TonB dependent receptor	2.1E-27
2644	Pfam	PF01757	Acyltransferase family	3.2E-35
2644	PANTHER	PTHR23028		2.4E-94
2644	PANTHER	PTHR23028:SF101		2.4E-94
885	Gene3D	G3DSA:3.40.50.1820		1.2E-23
885	Pfam	PF12740	Chlorophyllase enzyme	4.2E-9
885	SUPERFAMILY	SSF53474		1.74E-21
885	PANTHER	PTHR33428		1.1E-15
885	PANTHER	PTHR33428		1.1E-15
885	PANTHER	PTHR33428:SF2		1.1E-15
885	PANTHER	PTHR33428:SF2		1.1E-15
502	Pfam	PF00218	Indole-3-glycerol phosphate synthase	1.8E-76
502	ProSitePatterns	PS00614	Indole-3-glycerol phosphate synthase signature.	0
502	PANTHER	PTHR22854		1.2E-81
502	Hamap	MF_00134_B	Indole-3-glycerol phosphate synthase [trpC].	30.381
502	SUPERFAMILY	SSF51366		5.42E-74
502	Gene3D	G3DSA:3.20.20.70		4.3E-69
502	CDD	cd00331	IGPS	3.80424E-77
502	Coils	Coil		0
1657	Gene3D	G3DSA:3.30.1120.10		1.9E-19
1657	Pfam	PF00884	Sulfatase	9.4E-51
1657	Gene3D	G3DSA:3.40.720.10		1.1E-74
1657	PANTHER	PTHR42693:SF17		3.7E-111
1657	SUPERFAMILY	SSF53649		1.6E-107
1657	PANTHER	PTHR42693		3.7E-111
1657	CDD	cd16144	ARS_like	4.269E-179
4304	Pfam	PF13657	HipA N-terminal domain	1.3E-22
4304	TIGRFAM	TIGR03071	couple_hipA: HipA N-terminal domain	1.9E-30
4304	PANTHER	PTHR37419		3.1E-15
1709	Pfam	PF03466	LysR substrate binding domain	9.5E-40
1709	ProSiteProfiles	PS50931	LysR-type HTH domain profile.	29.322
1709	PANTHER	PTHR30419:SF13		2.0E-110
1709	Gene3D	G3DSA:1.10.10.10		1.9E-20
1709	CDD	cd08411	PBP2_OxyR	7.30625E-77
1709	Gene3D	G3DSA:3.40.190.10		1.4E-16
1709	PRINTS	PR00039	LysR bacterial regulatory protein HTH signature	4.5E-8
1709	PRINTS	PR00039	LysR bacterial regulatory protein HTH signature	4.5E-8
1709	PRINTS	PR00039	LysR bacterial regulatory protein HTH signature	4.5E-8
1709	SUPERFAMILY	SSF46785		2.53E-20
1709	SUPERFAMILY	SSF53850		1.45E-38
1709	Pfam	PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	5.7E-18
1709	Gene3D	G3DSA:3.40.190.10		4.3E-17
1709	PANTHER	PTHR30419		2.0E-110
1094	Gene3D	G3DSA:1.10.10.10		6.3E-10
1094	Pfam	PF13601	Winged helix DNA-binding domain	2.5E-33
1094	SUPERFAMILY	SSF46785		5.77E-11
1094	PANTHER	PTHR37318		3.0E-29
487	Gene3D	G3DSA:2.40.50.140		1.6E-34
487	SUPERFAMILY	SSF55681		1.84E-118
487	TIGRFAM	TIGR00499	lysS_bact: lysine--tRNA ligase	4.7E-189
487	CDD	cd00775	LysRS_core	0.0
487	PRINTS	PR00982	Lysyl-tRNA synthetase signature	6.3E-38
487	PRINTS	PR00982	Lysyl-tRNA synthetase signature	6.3E-38
487	PRINTS	PR00982	Lysyl-tRNA synthetase signature	6.3E-38
487	PRINTS	PR00982	Lysyl-tRNA synthetase signature	6.3E-38
487	PRINTS	PR00982	Lysyl-tRNA synthetase signature	6.3E-38
487	ProSiteProfiles	PS50862	Aminoacyl-transfer RNA synthetases class-II family profile.	27.166
487	Hamap	MF_00252	Lysine--tRNA ligase [lysS].	42.661
487	SUPERFAMILY	SSF50249		1.2E-34
487	PANTHER	PTHR42918:SF9		1.8E-211
487	Gene3D	G3DSA:3.30.930.10		6.8E-102
487	Pfam	PF00152	tRNA synthetases class II (D, K and N)	2.7E-83
487	Pfam	PF01336	OB-fold nucleic acid binding domain	1.5E-15
487	PANTHER	PTHR42918		1.8E-211
487	CDD	cd04322	LysRS_N	3.63845E-51
787	Pfam	PF01212	Beta-eliminating lyase	5.2E-51
787	Gene3D	G3DSA:3.90.1150.10		4.8E-20
787	Gene3D	G3DSA:3.40.640.10		2.3E-32
787	PANTHER	PTHR43703		1.4E-128
787	SUPERFAMILY	SSF53383		2.36E-90
2627	SUPERFAMILY	SSF53686		1.7E-101
2627	Coils	Coil		0
2627	PIRSF	PIRSF500824		9.1E-206
2627	Gene3D	G3DSA:3.40.50.1100		1.2E-23
2627	ProSitePatterns	PS00168	Tryptophan synthase beta chain pyridoxal-phosphate attachment site.	0
2627	Gene3D	G3DSA:3.40.50.1100		5.3E-28
2627	TIGRFAM	TIGR01415	trpB_rel: pyridoxal-phosphate dependent TrpB-like enzyme	1.6E-178
2627	PIRSF	PIRSF001413		2.5E-109
2627	PANTHER	PTHR43565		6.6E-217
2627	Pfam	PF00291	Pyridoxal-phosphate dependent enzyme	1.5E-47
2333	Gene3D	G3DSA:3.40.50.1110		1.9E-31
2333	Pfam	PF13472	GDSL-like Lipase/Acylhydrolase family	9.2E-19
2333	PANTHER	PTHR30383		2.0E-15
2333	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	6.0
2333	SUPERFAMILY	SSF52266		7.33E-63
2333	CDD	cd00229	SGNH_hydrolase	2.37623E-16
2333	Coils	Coil		0
2835	CDD	cd11301	Fut1_Fut2_like	9.67809E-63
2835	Pfam	PF01531	Glycosyl transferase family 11	1.0E-35
2835	PANTHER	PTHR11927:SF9		1.9E-41
2835	PANTHER	PTHR11927		1.9E-41
1335	Gene3D	G3DSA:3.90.1150.10		1.0E-30
1335	PANTHER	PTHR11986		2.2E-119
1335	Gene3D	G3DSA:3.40.640.10		5.1E-37
1335	Pfam	PF00202	Aminotransferase class-III	6.5E-99
1335	Gene3D	G3DSA:3.90.1150.10		1.5E-38
1335	PIRSF	PIRSF000521		1.7E-7
1335	PIRSF	PIRSF000521		1.4E-33
1335	PIRSF	PIRSF000521		0.1
1335	CDD	cd00610	OAT_like	5.50584E-134
1335	ProSitePatterns	PS00600	Aminotransferases class-III pyridoxal-phosphate attachment site.	0
1335	PANTHER	PTHR11986:SF79		2.2E-119
1335	SUPERFAMILY	SSF53383		5.23E-107
92	PANTHER	PTHR30173		4.7E-32
92	Gene3D	G3DSA:1.10.1740.10		3.7E-9
92	Pfam	PF04542	Sigma-70 region 2	2.8E-5
92	SUPERFAMILY	SSF88659		5.23E-11
92	TIGRFAM	TIGR02937	sigma70-ECF: RNA polymerase sigma factor, sigma-70 family	5.8E-21
92	Pfam	PF08281	Sigma-70, region 4	2.4E-8
92	PANTHER	PTHR30173:SF20		4.7E-32
92	Gene3D	G3DSA:1.10.10.10		1.3E-9
92	SUPERFAMILY	SSF88946		2.31E-11
674	Gene3D	G3DSA:3.40.80.10		9.7E-31
674	SMART	SM00644		2.3E-6
674	SUPERFAMILY	SSF55846		4.58E-39
674	Pfam	PF01510	N-acetylmuramoyl-L-alanine amidase	6.5E-16
674	PANTHER	PTHR11022		1.8E-24
674	CDD	cd06583	PGRP	7.21263E-21
674	PANTHER	PTHR11022:SF41		1.8E-24
674	SMART	SM00701		3.1E-4
3641	PANTHER	PTHR43201:SF9		6.8E-169
3641	Gene3D	G3DSA:3.40.50.980		3.5E-39
3641	PANTHER	PTHR43201		6.8E-169
3641	Gene3D	G3DSA:2.30.38.10		1.0E-22
3641	ProSitePatterns	PS00455	Putative AMP-binding domain signature.	0
3641	Gene3D	G3DSA:3.40.50.980		1.2E-49
3641	CDD	cd05917	FACL_like_2	0.0
3641	Pfam	PF00501	AMP-binding enzyme	4.9E-105
3641	Gene3D	G3DSA:3.30.300.30		1.4E-25
3641	SUPERFAMILY	SSF56801		1.57E-149
3641	Pfam	PF13193	AMP-binding enzyme C-terminal domain	5.1E-14
3737	Pfam	PF02322	Cytochrome bd terminal oxidase subunit II	1.8E-74
3737	TIGRFAM	TIGR00203	cydB: cytochrome d ubiquinol oxidase, subunit II	9.2E-37
3737	PANTHER	PTHR43141		1.0E-86
3737	PANTHER	PTHR43141:SF5		1.0E-86
3838	PANTHER	PTHR11649		1.2E-55
3838	Coils	Coil		0
3838	ProSiteProfiles	PS51706	EngB-type guanine nucleotide-binding (G) domain profile.	39.469
3838	TIGRFAM	TIGR03598	GTPase_YsxC: ribosome biogenesis GTP-binding protein YsxC	9.0E-66
3838	Gene3D	G3DSA:3.40.50.300		9.4E-12
3838	PANTHER	PTHR11649:SF71		1.2E-55
3838	CDD	cd01876	YihA_EngB	1.31323E-77
3838	SUPERFAMILY	SSF52540		6.35E-37
3838	Hamap	MF_00321	Probable GTP-binding protein EngB [engB].	25.005
3838	Pfam	PF01926	50S ribosome-binding GTPase	1.8E-20
3838	Gene3D	G3DSA:3.40.50.300		3.1E-15
850	SUPERFAMILY	SSF56935		9.89E-90
850	SUPERFAMILY	SSF56935		9.89E-90
850	SUPERFAMILY	SSF56935		9.89E-90
850	SUPERFAMILY	SSF56935		9.89E-90
850	SUPERFAMILY	SSF56935		9.89E-90
850	Gene3D	G3DSA:2.40.170.20		1.2E-77
850	TIGRFAM	TIGR04057	SusC_RagA_signa: TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region	1.4E-19
850	Pfam	PF13715	CarboxypepD_reg-like domain	3.1E-18
850	ProSitePatterns	PS00018	EF-hand calcium-binding domain.	0
850	PANTHER	PTHR30069:SF2		1.4E-91
850	Gene3D	G3DSA:2.170.130.10		5.6E-37
850	TIGRFAM	TIGR04056	OMP_RagA_SusC: TonB-linked outer membrane protein, SusC/RagA family	6.4E-253
850	SMART	SM00965		5.0E-7
850	SUPERFAMILY	SSF49464		1.44E-21
